CustID,Name,Gender,Address,zip,SignDate,Status,Level,Campaign,LinkedWithApps
98,"Robbie Buie",1,"8274 Rocky Rock Point","47383","12/28/2012",1,1,1,1
99,"Joseph Duprey",0,"6333 Harvest Nest Road","29336","07/30/2013",1,1,1,1
100,"William Valdez",1,"80409 Iron Goose Glade","94580","05/10/2013",1,0,1,0
101,"Helen Reagan",1,"14818 Indian Log Vista","18632","03/07/2013",1,0,1,0
102,"Isaac Lawyer",0,"0 Merry Bluff Quay","13081","07/13/2013",1,0,1,0
103,"Todd Suarez",0,"81640 Birch Hills Estates","80132","04/28/2013",1,1,1,0
104,"Patrick Oren",0,"705 Rocky Dove Hollow","98034","08/25/2012",1,0,3,1
105,"Erika Green",0,"3193 High Blossom Chase","18964","07/26/2013",1,0,1,0
106,"Kyle Hardy",1,"11602 Cool Panda Vale","92650","06/25/2013",1,0,1,0
107,"Irma Kent",0,"69800 Sleepy Crow Stead","73156","06/26/2013",1,0,1,0
108,"Deanna Stewart",0,"1679 Strong Rock Edge","02553","06/20/2013",1,0,3,0
109,"Kelly Gabriel",1,"69226 Indian Castle Hollow","84043","07/02/2013",0,0,1,1
110,"Andrew Vera",1,"49042 Tender Pioneer Street","54739","06/05/2013",1,2,2,1
111,"Violet Beck",0,"29143 Broad Beacon Circle","70040","07/18/2013",1,0,1,0
112,"Beverly Johnson",1,"2586 Crimson Creek Lace","40049","07/20/2013",1,0,1,1
113,"Jennifer Snodgrass",1,"53986 Cozy Deer Dell","95832","12/19/2012",1,0,3,1
114,"John Crandall",0,"93264 Twin Peach Lace","92728","06/25/2013",1,0,1,1
115,"Susan Keele",0,"11653 Emerald Rock Pike","97317","06/23/2013",1,0,1,0
116,"Clinton Cox",1,"7312 Square Butterfly Edge","53794","04/14/2013",1,1,0,1
117,"Bethany Drake",1,"11032 Jagged Maple Road","48009","02/28/2013",0,1,1,1
118,"Kevin Roberts",0,"7552 Hidden Quail Highlands","98118","05/23/2013",1,1,3,1
119,"David Smith",0,"2141 Rustic Apple Way","15929","07/07/2013",1,1,1,1
120,"Alan Jordan",0,"45072 Long Acorn Field","02461","05/19/2012",1,0,1,1
121,"Amy Davis",0,"73168 Cinder Spring Ramble","21759","05/23/2013",1,1,4,1
122,"Carol Hickman",0,"21315 Golden Diamond Corner","39842","06/25/2013",1,0,1,0
123,"Lyndon Leon",0,"53910 Rough Feather Quay","22156","04/16/2013",1,2,4,0
124,"Rudolph Bishop",1,"28544 Birch Rabbit Manor","62450","04/19/2013",1,1,1,0
125,"Patricia Robinson",1,"95060 Rose Butterfly Vale","65728","03/18/2013",1,0,1,1
126,"Janice Green",0,"52398 Merry Castle Byway","93120","04/13/2013",1,1,1,0
127,"Barbara Ingram",0,"4687 Twin Diamond Circle","21020","04/19/2013",1,0,3,1
128,"Adam Sowers",0,"8013 Noble Creek Bayou","28630","05/15/2013",1,0,1,1
129,"Alton Pearson",0,"12900 Cool Pioneer Pass","32004","07/16/2013",0,1,2,0
130,"Morgan Wainwright",0,"71120 Calm Bluff Trail","33807","04/30/2013",1,0,3,1
131,"Mary Keller",0,"138 Indian Feather Arbor","47546","07/26/2013",1,0,2,0
132,"John Tilford",0,"17703 Tender Lake Ridge","67749","06/18/2013",1,2,1,0
133,"Catherine Aragon",1,"2101 Turning Dale Byway","51101","12/29/2012",1,0,1,1
134,"Clyde Alford",0,"70661 Calm Brook Wander","41367","12/13/2012",1,0,1,0
135,"Anthony Pass",0,"3437 Crystal Flower Heights","24867","06/11/2013",1,0,1,0
136,"Dona Casey",1,"51613 Burning Anchor Haven","31520","10/02/2012",1,2,1,1
137,"Corine Boyd",0,"4350 Cool Grove Mews","49019","07/04/2013",1,0,4,1
138,"Bruce Oconnell",1,"97256 Lazy Branch Arbor","08073","05/20/2013",1,1,1,1
139,"Chelsea Sparks",0,"32 Green Sky Shoal","94156","07/26/2013",1,0,1,0
140,"Gloria Steadman",0,"93711 Iron Dale Haven","89403","05/27/2013",1,0,1,0
141,"Amy Shahan",0,"1493 Birch Branch Quay","33772","11/30/2012",1,0,3,1
142,"Larry Emery",1,"1755 Amber Swan Villa","30055","03/06/2013",1,0,1,1
143,"Rebekah Parks",0,"20994 Thunder Squirrel Bend","45806","05/10/2013",0,1,1,1
144,"Mary Osborne",1,"439 Still Quail Highlands","02802","07/26/2013",1,2,0,0
145,"Gloria Myers",1,"42230 Noble Sky Vista","56520","09/11/2012",1,0,1,1
146,"Kevin Ruiz",0,"7928 Cinder Flower Road","55087","06/10/2013",1,0,1,1
147,"Genaro Franklin",0,"871 Hazy Lake Hollow","43610","05/16/2013",1,0,1,1
148,"Ty Walker",1,"2 Ivory Goat Run","57445","07/23/2013",1,2,1,0
149,"Betty Miller",1,"6169 High Grove Place","15902","06/05/2013",1,0,4,1
150,"Vickie Pendergrass",0,"1437 Pretty Pony Manor","55398","04/01/2013",1,1,0,1
151,"David Davidson",1,"13460 Small Grove Avenue","49639","07/01/2013",0,1,1,1
152,"Barbara Abernathy",0,"3605 Calm Rise Bend","77516","04/25/2013",1,0,1,1
153,"Matilda Coleman",0,"7592 Middle Prairie Twist","32132","07/25/2013",1,0,4,1
154,"Lawanda Leary",1,"14707 Clear Holly Way","36057","05/24/2013",1,0,0,1
155,"Stanley Standley",0,"3900 Little Elk Bend","57037","04/20/2013",1,1,4,1
156,"Janelle Raulston",0,"79850 Cozy Hickory Road","06858","05/14/2013",1,0,1,1
157,"Jamie Long",1,"5149 Quaint View Rove","71063","05/08/2012",0,0,4,1
158,"Michael Wakeland",0,"75443 Quiet Creek Villa","88901","07/20/2013",1,1,1,0
159,"Clarence Jones",0,"11800 Lonely Shadow Quay","51008","12/23/2012",1,1,1,1
160,"Rebecca Ashby",0,"9777 Thunder Fox Turn","45121","05/25/2013",1,2,1,1
161,"Jeanie Yazzie",0,"4 Sandy Butterfly Nook","12184","09/23/2012",1,1,4,1
162,"David Trojan",0,"44516 Thunder Brook Lace","20268","07/05/2013",1,0,0,0
163,"Herman Thompson",0,"63394 Birch Cider Ramble","55319","01/16/2013",1,0,1,0
164,"Christine Flores",0,"41639 Broad Oak Ramble","33324","07/22/2013",1,0,1,1
165,"Cody Man",1,"43404 Emerald Nest Acres","62659","07/03/2013",1,0,1,1
166,"Gaylord Howard",0,"2016 Bent Acorn Landing","91335","07/16/2013",0,1,1,0
167,"Katherine Little",1,"96566 Happy Rock Rove","55439","05/19/2013",1,1,0,0
168,"Dan Rouse",0,"5354 Rose Apple Race","59311","02/03/2013",1,1,3,0
169,"Jason Huerta",1,"58380 Lone Nest Falls","47111","06/24/2013",1,1,1,0
170,"Tanya Bradsher",0,"3259 Tawny Gate Wander","35097","05/22/2013",1,0,1,0
171,"Nadine Perez",0,"359 Stony Butterfly Bluff","37824","06/16/2013",0,0,4,1
172,"William Jones",0,"910 Happy Sky Promenade","76691","04/01/2013",1,0,0,1
173,"Catherine Patton",1,"27234 Lazy Blossom Canyon","15520","04/20/2013",1,1,3,0
174,"Detra Guillermo",0,"79820 Hush Hills Shoal","81125","07/29/2013",1,0,1,1
175,"Lula Reed",0,"4075 Green Hills Trek","46379","06/07/2013",1,1,0,0
176,"Kathryn Harris",0,"58076 Honey Oak Isle","31547","07/09/2013",1,0,1,0
177,"Shana Hansen",1,"38467 Rose Apple Woods","77047","02/26/2013",1,0,1,0
178,"Nicholas House",0,"80811 Fallen Holly Pace","17310","02/10/2013",1,1,1,1
179,"Lillian Jacobson",0,"20341 Burning Apple Rove","63342","04/11/2013",1,0,1,1
180,"Melissa Patterson",0,"50359 Cotton Beacon Ramble","72764","05/11/2013",1,0,0,1
181,"Myra Bennett",0,"47617 Green Spring Jetty","97080","01/04/2013",1,2,0,1
182,"Zoila Collin",1,"54369 Quaking Lake Lagoon","29585","07/12/2013",1,0,1,1
183,"James Williams",0,"41609 Lonely Barn Trek","41819","11/12/2012",1,1,1,1
184,"Roy Cowart",1,"5575 White Beacon Place","66422","12/23/2012",1,0,0,1
185,"David Fleetwood",0,"3152 Bent Beacon Journey","91780","02/22/2013",1,2,4,1
186,"Erin Smith",0,"53858 Dewy Pioneer Landing","66209","07/23/2013",1,0,1,0
187,"William Shelby",0,"94159 Cotton Lake Mews","24597","12/28/2012",1,0,1,1
188,"Jeffrey Noble",1,"82156 Rocky Flower Twist","11594","06/04/2013",1,0,1,0
189,"Susan Ferrer",0,"1548 Old Fox Cut","06810","07/22/2013",0,1,1,0
190,"William Rasmussen",0,"2071 Amber Pine Gate","30054","01/06/2013",1,2,2,0
191,"Oliver Ohara",1,"2699 Burning Bridge Trail","02910","02/19/2013",1,1,1,0
192,"Wanda Thorton",0,"86316 Stony Cloud Flats","84746","06/12/2013",1,1,1,0
193,"Milton Stewart",0,"23025 Misty Horse Niche","71241","06/10/2013",1,1,3,0
194,"Lewis Craig",0,"23244 Turning Pine Crest","56211","06/05/2013",1,0,1,1
195,"Kimberly Calvin",1,"23666 White Cloud Ledge","29203","01/17/2013",1,0,1,0
196,"Donald Steinfeldt",0,"9975 Crimson Autumn Byway","48442","06/20/2013",1,0,0,0
197,"David Brooks",1,"46375 Quaint Bear Summit","58027","06/18/2013",1,0,1,1
198,"Elmer Lee",0,"5961 Auburn Horse Round","18105","06/07/2013",1,0,1,0
199,"Bert Long",0,"6887 Round Squirrel Vale","24647","05/09/2013",1,0,4,0
200,"Michelle English",1,"29051 Hazy Pioneer Byway","28035","04/18/2013",1,0,0,1
201,"Kent Holmes",0,"96165 Pretty Harbor Stroll","75437","05/26/2013",1,0,1,0
202,"Demetrius Green",1,"22812 Strong Deer Lagoon","52732","04/20/2013",1,0,1,0
203,"Paul Plank",1,"73 Umber Goose Arbor","22003","05/28/2013",1,0,0,0
204,"Mabel Garcia",0,"461 Hidden Flower Cove","32428","06/09/2013",1,0,1,0
205,"Kenneth Dill",1,"4434 Square Hills Valley","62866","01/24/2013",1,0,1,0
206,"Jeannette Goodman",0,"1523 Calm Wagon Wander","78372","07/02/2013",1,0,0,0
207,"Stella Thompson",0,"61783 Clear Creek Meadow","23061","09/16/2012",1,0,0,1
208,"Francis Ly",0,"4427 Noble Turtle Dale","62651","01/15/2013",1,1,1,0
209,"Billy Gifford",0,"4 White Hickory Falls","54413","12/08/2012",0,0,4,1
210,"Francis Ryan",1,"61901 Amber Island Falls","15520","07/11/2013",1,0,1,0
211,"Edward Merritt",1,"3406 Shady Crow Niche","34224","04/21/2013",1,0,1,1
212,"Gloria Andersen",1,"48812 Quiet Fawn Place","97903","02/03/2013",1,0,1,1
213,"Eddie White",0,"78651 Misty Oak Heights","17012","07/31/2013",0,0,1,1
214,"Mary Daulton",0,"3153 Small Elm Trace","31405","04/09/2013",1,0,1,0
215,"Anthony Lukes",1,"55190 Sleepy Castle Falls","43615","05/21/2013",1,0,1,0
216,"Juan Morgan",1,"51352 Colonial Timber Lane","89129","05/14/2013",1,1,1,1
217,"Anita Johnson",0,"25489 Crimson Nut Turn","62321","07/11/2013",1,1,1,1
218,"Allen Sheats",0,"71585 Easy Harbor Arbor","78046","01/03/2013",1,1,1,0
219,"Emery Simonson",1,"58712 Gentle Butterfly Highlands","68348","03/14/2013",1,0,1,0
220,"Eddie Ballance",0,"13129 Pearl Goose Shoal","29672","12/01/2012",1,0,0,1
221,"Germaine Channell",1,"96472 Honey Stone Pass","72687","02/13/2013",1,0,1,0
222,"Nicole Wilson",0,"49400 Cinder Holly Trek","15480","07/24/2013",1,0,0,1
223,"Harold Allen",0,"15911 Heather Shadow Street","83313","07/26/2013",1,0,1,1
224,"Frank Minor",0,"9185 Umber Horse Manor","28212","06/06/2013",1,0,1,1
225,"James Harris",0,"75372 Long Butternut Trail","95628","04/05/2013",1,1,0,1
226,"Jose King",1,"38072 Easy Pumpkin Mews","91385","06/29/2013",1,1,1,0
227,"Alexandria Heffernan",0,"41842 Long Feather Valley","32316","02/28/2013",1,1,4,1
228,"Winifred Cuthbert",0,"8930 Tender Goose Arbor","27507","07/06/2013",1,0,0,1
229,"Robert Lynn",1,"4863 Quiet Robin Bluff","06024","07/31/2013",1,0,1,0
230,"Leonard Gonzales",0,"747 Noble Bird Avenue","89150","07/14/2013",1,0,4,1
231,"Felicia Woolbright",0,"23679 Lonely Brook Street","73801","07/19/2013",1,1,0,0
232,"Thomas Ogilvie",1,"342 Golden Pond Trek","02887","06/21/2013",1,0,3,0
233,"Henry Brasher",0,"20657 Honey Holly Niche","04239","05/21/2012",0,0,1,0
234,"Scott Grimes",0,"21106 Long Spring Estates","91708","06/04/2013",1,0,1,1
235,"Melvin Ochs",1,"89844 Hush Bear Wander","54519","07/01/2013",1,0,1,1
236,"Johnny Moore",1,"36198 Cozy Turtle Glen","65212","06/22/2013",1,0,1,0
237,"Nicole Reeves",0,"16894 Umber Fawn Highlands","02635","07/19/2013",1,2,1,1
238,"Jack Johnson",0,"3334 Round Flower Court","25722","06/07/2013",1,1,4,0
239,"Marco Thompson",1,"97416 Strong Hills Landing","55449","07/08/2013",1,0,1,0
240,"Janice Lucio",0,"20278 Dewy Wagon Highlands","56572","03/27/2013",1,0,1,1
241,"Amie Brunson",0,"32862 Square Berry Way","29178","09/28/2012",1,0,1,1
242,"Jimmy Gains",1,"4809 Rough Spring Landing","62280","07/13/2013",1,1,1,0
243,"Ruthann Hoffman",0,"43937 Blue Squirrel Corner","56678","06/23/2013",1,0,4,1
244,"Sherri Barnhill",0,"4855 Umber Bird Park","37028","06/24/2013",1,0,4,0
245,"Carolyn Lara",0,"81300 Red Anchor Gardens","52053","07/31/2013",1,1,1,0
246,"Paul Stuckey",1,"37144 Clear Nut Race","98953","05/20/2013",1,0,1,1
247,"Curtis Richardson",0,"89689 Thunder Acorn Rove","78247","07/09/2013",1,2,1,0
248,"Lillian Mccutchen",0,"7050 Umber Island Trace","48870","06/05/2013",1,0,1,0
249,"Kathleen Claar",0,"11486 Tender Pioneer Stead","66624","07/30/2013",1,0,4,1
250,"Nell Rosenblum",1,"18820 Birch Mill Twist","72443","12/05/2012",1,0,1,1
251,"Judith Evans",1,"96517 Silent Prairie Stead","31518","12/27/2012",1,1,1,0
252,"Stacey Goolsby",1,"17975 Pied Nut Landing","12121","04/29/2013",1,0,1,1
253,"Joel Singletary",0,"827 Tawny Dale Acres","91399","06/27/2013",1,0,1,0
254,"Mia Bennett",0,"24521 Jagged Bird Woods","21775","07/28/2013",0,1,1,1
255,"Joseph Edwards",0,"18916 Rough Robin Summit","71458","03/09/2013",1,0,4,0
256,"Cheryl Delgadillo",0,"54027 Auburn Barn Knoll","44393","01/26/2013",0,0,1,1
257,"Jose Martin",0,"6105 Pretty Cloud Point","90050","07/19/2013",0,0,1,1
258,"Franklin Farrell",0,"36003 Harvest Feather Byway","55427","05/29/2013",1,2,1,1
259,"Anna Jenkins",1,"57795 Easy Horse Woods","35444","01/31/2013",1,0,1,1
260,"Rosalie Olson",0,"50204 Orange Oak Lace","05341","07/29/2013",1,0,1,0
261,"Joseph Lavin",0,"84206 Silent Mountain Pass","58011","05/18/2013",1,0,0,0
262,"Ryan Mitchell",0,"18607 Bent Bird Avenue","72046","03/08/2013",1,0,1,1
263,"Brian Parker",0,"16721 Hidden Nectar Field","56950","02/25/2013",1,0,1,0
264,"Eileen Hager",0,"95217 Red Quail Villa","77474","06/13/2013",1,1,1,1
265,"Billy Sedlacek",0,"78561 Big Brook Summit","75056","05/26/2013",1,0,1,1
266,"Daniel Obrian",0,"5503 Auburn Butternut Circle","94807","06/06/2013",1,1,1,1
267,"Gene Snyder",0,"14514 Cool Cottage Nook","18913","07/03/2013",1,0,1,0
268,"Mark Tirado",0,"78197 Dusty Wagon Lane","20136","08/22/2012",1,2,0,1
269,"Edward Burrow",1,"4126 Sunny Rabbit Gate","75157","06/17/2013",1,1,1,0
270,"Maryann Sherwood",0,"52426 Thunder Bird Pass","85929","06/07/2013",1,1,1,0
271,"Larry Lewin",1,"17052 Golden Turtle Trek","48915","06/02/2013",1,0,1,1
272,"Lilia Martel",1,"17349 Birch Panda Heights","54530","03/10/2013",1,1,0,0
273,"Anna Reynolds",1,"26798 Rough Butternut Field","90057","05/12/2013",1,0,1,1
274,"Fredericka Watkins",0,"47656 Cozy Willow Street","44077","07/24/2013",1,1,0,0
275,"Terry Fortin",0,"1874 Golden Pony Promenade","44445","05/06/2013",1,0,1,1
276,"Mary Oldfield",0,"8862 Old Lake Trace","90605","07/14/2013",1,1,3,1
277,"Elizabeth Freeman",0,"2143 Fallen Chestnut Wander","12530","06/05/2013",1,1,2,0
278,"Rodney Rutherford",0,"43031 Colonial Branch Round","58047","04/02/2013",1,0,1,0
279,"Kathleen Plummer",1,"7703 High Nest Ridge","28584","08/19/2012",0,1,3,0
280,"Michael Wade",0,"65225 Indian Timber Swale","57032","06/17/2013",1,1,3,1
281,"Ruth Mosley",0,"89846 Tender Cider Summit","58379","05/13/2013",1,0,1,0
282,"Micheal Mccutchen",1,"93569 Amber Elk Wander","66060","06/17/2013",1,0,4,1
283,"Jessica Collette",0,"2970 Pleasant Peach Isle","47145","06/07/2013",1,0,1,1
284,"Arnold Milliken",1,"48486 Velvet Log Dale","58265","07/30/2013",1,0,1,0
285,"Bradley Kea",0,"19856 Pleasant Anchor Villa","97877","08/01/2012",1,0,1,0
286,"Shawn Weber",0,"50592 Windy Rock Knoll","46917","09/20/2012",1,1,4,0
287,"Susan Mcconnell",0,"97448 Happy Chestnut Ridge","59414","07/25/2013",1,0,1,1
288,"Jacqueline Williams",1,"65232 Indian Butternut Edge","59773","03/24/2012",0,0,3,1
289,"Jeanette Santamaria",0,"4895 Red Butterfly Saunter","04042","07/28/2013",1,1,4,1
290,"Rhoda Mckenzie",0,"2783 Ivory Cottage Path","15003","06/29/2013",1,1,2,1
291,"Doris Harris",0,"17715 Cozy Prairie Dale","10924","02/17/2013",1,0,1,0
292,"Kevin Kirby",1,"98347 Old Elk Haven","72221","05/03/2013",0,0,1,0
293,"Debra Thornton",0,"3037 Twin Barn Gardens","25187","07/19/2013",1,2,1,1
294,"Richard Barber",1,"0 Lone Quail Stroll","27527","04/25/2013",1,0,1,1
295,"Beverly Brummett",1,"1 Rocky Gate Bank","54930","02/25/2013",1,0,4,1
296,"Doris Butler",0,"1477 Harvest Bear Hollow","96017","07/03/2013",1,0,4,1
297,"Sam Wilhelm",0,"1382 Quiet Embers Flats","79752","03/17/2013",1,0,0,0
298,"Evelyn Haupt",1,"5857 Hidden Branch Field","57399","12/27/2012",1,0,3,1
299,"Ruth Franklin",0,"1435 Burning Feather Avenue","46221","06/18/2013",1,0,2,1
300,"Joseph Johnson",0,"70488 Orange Branch Edge","72717","03/31/2013",1,2,0,1
301,"Norma Felton",0,"37488 Square Chestnut Field","20726","04/20/2013",1,1,3,0
302,"Paul Pearson",1,"14045 Orange Nest Heights","67574","12/20/2012",1,0,1,1
